API,Formation,SS,MD,Observation number
15/12-21 A,Blodoeks Fm. Top,-2716.97,2836,1
15/12-21 A,Hidra Fm. Top,-2751.55,2889,1
15/12-21 A,Hod Fm. Top,-2636.06,2724,1
15/12-21 A,Tor Fm. Top,-2459.76,2516,1
15/12-21 A,ROGALAND GP. Top,-2277.78,2323,1
15/12-21 A,Balder Fm. Top,-2277.78,2323,1
15/12-21 A,Lista Fm. Top,-2362.22,2411,1
15/12-21 A,Sele Fm. Top,-2285.53,2331,1
15/12-21 A,Vaale Fm. Top,-2437.82,2492,1
15/12-21 A,NORDLAND GP. Top,-85,128,1
15/12-21 A,Utsira Fm. Top,-886.98,930,1
15/12-21 A,HORDALAND GP. Top,-1087.97,1131,1
15/12-22,Skagerrak Fm. Top,-2959.85,2985,1
15/12-22,VIKING GP. Top,-2738.85,2764,1
15/12-22,Draupne Fm. Top,-2738.85,2764,1
15/12-22,Heather Fm. Top,-2773.85,2799,1
15/12-22,CROMER KNOLL GP. Top,-2650.87,2676,1
15/12-22,Roedby Fm. Top,-2650.87,2676,1
15/12-22,Sola Fm. Top,-2657.87,2683,1
15/12-22,Tuxen Fm. Top,-2678.87,2704,1
15/12-22,Aasgard Fm. Top,-2704.86,2730,1
15/12-22,VESTLAND GP. Top,-2805.85,2831,1
15/12-22,Hugin Fm. Top,-2805.85,2831,1
15/12-22,SHETLAND GP. Top,-2294.9,2320,1
15/12-22,Blodoeks Fm. Top,-2584.87,2610,1
15/12-22,Ekofisk Fm. Top,-2294.9,2320,1
15/12-22,Hidra Fm. Top,-2617.87,2643,1
15/12-22,Hod Fm. Top,-2515.88,2541,1
15/12-22,Tor Fm. Top,-2298.9,2324,1
15/12-22,ROGALAND GP. Top,-2099.91,2125,1
15/12-22,Balder Fm. Top,-2099.91,2125,1
15/12-22,Lista Fm. Top,-2207.9,2233,1
15/12-22,Sele Fm. Top,-2125.91,2151,1
15/12-22,Vaale Fm. Top,-2291.9,2317,1
15/12-22,NORDLAND GP. Top,-84,109,1
15/12-22,Utsira Fm. Top,-903.98,929,1
15/12-22,HORDALAND GP. Top,-1068.98,1094,1
15/12-22,Skade Fm. Top,-1182.97,1208,1
15/12-23,Grid Fm. Top,-1185.92,1212,1
15/12-23,Skagerrak Fm. Top,-3158.94,3192,1
15/12-23,VIKING GP. Top,-2932.95,2966,1
15/12-23,Draupne Fm. Top,-2932.95,2966,1
15/12-23,Heather Fm. Top,-2979.95,3013,1
15/12-23,Intra Heather Fm. Sst. Top,-3083.95,3117,1
15/12-23,CROMER KNOLL GP. Top,-2873.95,2907,1
15/12-23,Roedby Fm. Top,-2873.95,2907,1
15/12-23,Sola Fm. Top,-2887.95,2921,1
15/12-23,Tuxen Fm. Top,-2890.95,2924,1
15/12-23,Aasgard Fm. Top,-2918.95,2952,1
15/12-23,VESTLAND GP. Top,-3130.94,3164,1
15/12-23,Sleipner Fm. Top,-3130.94,3164,1
15/12-23,SHETLAND GP. Top,-2498.96,2532,1
15/12-23,Blodoeks Fm. Top,-2779.95,2813,1
15/12-23,Ekofisk Fm. Top,-2498.96,2532,1
15/12-23,Hidra Fm. Top,-2812.95,2846,1
15/12-23,Hod Fm. Top,-2697.95,2731,1
15/12-23,Tor Fm. Top,-2509.95,2543,1
15/12-23,ROGALAND GP. Top,-2312.26,2344,1
15/12-23,Balder Fm. Top,-2312.26,2344,1
15/12-23,Lista Fm. Top,-2403.27,2436,1
15/12-23,Sele Fm. Top,-2333,2365,1
15/12-23,Vaale Fm. Top,-2492.96,2526,1
15/12-23,NORDLAND GP. Top,-87,113,1
15/12-23,Utsira Fm. Top,-889.96,916,1
15/12-23,HORDALAND GP. Top,-1089.94,1116,1
15/12-23 A,Grid Fm. Top,-1185.76,1212,1
15/12-23 A,VIKING GP. Top,-3001.25,4345,1
15/12-23 A,Draupne Fm. Top,-3001.25,4345,1
15/12-23 A,Heather Fm. Top,-3063.71,4428,1
15/12-23 A,Intra Heather Fm. Sst. Top,-3109.92,4490,1
15/12-23 A,CROMER KNOLL GP. Top,-2945.41,4270,1
15/12-23 A,Roedby Fm. Top,-2945.41,4270,1
15/12-23 A,Sola Fm. Top,-2963.66,4295,1
15/12-23 A,Tuxen Fm. Top,-2976.36,4312,1
15/12-23 A,Aasgard Fm. Top,-2989.14,4329,1
15/12-23 A,VESTLAND GP. Top,-3193.96,4603,1
15/12-23 A,Hugin Fm. Top,-3193.96,4603,1
15/12-23 A,Sleipner Fm. Top,-3215.85,4632,1
15/12-23 A,SHETLAND GP. Top,-2523.47,2801,1
15/12-23 A,Blodoeks Fm. Top,-2839.68,4108,1
15/12-23 A,Ekofisk Fm. Top,-2523.47,2801,1
15/12-23 A,Hidra Fm. Top,-2876.04,4168,1
15/12-23 A,Hod Fm. Top,-2748.55,3897,1
15/12-23 A,Tor Fm. Top,-2531.43,2815,1
15/12-23 A,ROGALAND GP. Top,-2301.58,2445,1
15/12-23 A,Balder Fm. Top,-2301.58,2445,1
15/12-23 A,Lista Fm. Top,-2395.1,2582,1
15/12-23 A,Sele Fm. Top,-2320.77,2472,1
15/12-23 A,Vaale Fm. Top,-2520.62,2796,1
15/12-23 A,NORDLAND GP. Top,-87,113,1
15/12-23 A,Utsira Fm. Top,-889.96,916,1
15/12-23 A,HORDALAND GP. Top,-1089.94,1116,1
15/12-24 S,HEGRE GP. Top,-3047.12,3097,1
15/12-24 S,Skagerrak Fm. Top,-3047.12,3097,1
15/12-24 S,VIKING GP. Top,-2837.88,2887,1
15/12-24 S,Draupne Fm. Top,-2837.88,2887,1
15/12-24 S,Heather Fm. Top,-2848.83,2898,1
15/12-24 S,CROMER KNOLL GP. Top,-2766.29,2815,1
15/12-24 S,Roedby Fm. Top,-2766.29,2815,1
15/12-24 S,Sola Fm. Top,-2777.23,2826,1
15/12-24 S,Aasgard Fm. Top,-2786.17,2835,1
15/12-24 S,VESTLAND GP. Top,-2853.8,2903,1
15/12-24 S,Sandnes Fm. Top,-2935.44,2985,1
15/12-24 S,Ula Fm. Top,-2853.8,2903,1
15/12-24 S,SHETLAND GP. Top,-2361.44,2408,1
15/12-24 S,Blodoeks Fm. Top,-2700.66,2749,1
15/12-24 S,Ekofisk Fm. Top,-2361.44,2408,1
15/12-24 S,Hod Fm. Top,-2596.21,2644,1
15/12-24 S,Tor Fm. Top,-2386.3,2433,1
15/12-24 S,ROGALAND GP. Top,-2209.26,2255,1
15/12-24 S,Balder Fm. Top,-2209.26,2255,1
15/12-24 S,Lista Fm. Top,-2263.97,2310,1
15/12-24 S,Sele Fm. Top,-2225.17,2271,1
15/12-24 S,Vaale Fm. Top,-2343.53,2390,1
15/12-24 S,NORDLAND GP. Top,-82.8,126,1
15/12-24 S,Utsira Fm. Top,-978.65,1022,1
15/12-24 S,HORDALAND GP. Top,-1207.63,1251,1
15/12-3,ROTLIEGENDES GP. Top,-4363.91,4392,1
15/12-3,Grid Mb. Top,-2050.67,2076,1
15/12-3,VIKING GP. Top,-2971.65,2998,1
15/12-3,Draupne Fm. Top,-2971.65,2998,1
15/12-3,Heather Fm. Top,-3115.5,3142,1
15/12-3,CROMER KNOLL GP. Top,-2764.86,2791,1
15/12-3,Mime Fm. Top,-2950.67,2977,1
15/12-3,Roedby Fm. Top,-2764.86,2791,1
15/12-3,Sola Fm. Top,-2803.82,2830,1
15/12-3,Aasgard Fm. Top,-2838.78,2865,1
15/12-3,SHETLAND GP. Top,-2446.31,2472,1
15/12-3,Blodoeks Fm. Top,-2725.89,2752,1
15/12-3,Ekofisk Fm. Top,-2446.31,2472,1
15/12-3,Hod Fm. Top,-2648.97,2675,1
15/12-3,Tor Fm. Top,-2453.3,2479,1
15/12-3,ROGALAND GP. Top,-2259.58,2285,1
15/12-3,Balder Fm. Top,-2259.58,2285,1
15/12-3,Lista Fm. Top,-2375.43,2401,1
15/12-3,Sele Fm. Top,-2322.54,2348,1
15/12-3,NORDLAND GP. Top,-85.99,111,1
15/12-3,Utsira Fm. Top,-882.9,908,1
15/12-3,HORDALAND GP. Top,-1291.86,1317,1
15/12-3 T2,ROTLIEGENDES GP. Top,-4365.92,4392,1
15/12-3 T2,Grid Fm. Top,-2050.78,2076,1
15/12-3 T2,VIKING GP. Top,-2972.42,2998,1
15/12-3 T2,Draupne Fm. Top,-2972.42,2998,1
15/12-3 T2,Heather Fm. Top,-3116.38,3142,1
15/12-3 T2,CROMER KNOLL GP. Top,-2765.45,2791,1
15/12-3 T2,Mime Fm. Top,-2951.43,2977,1
15/12-3 T2,Roedby Fm. Top,-2765.45,2791,1
15/12-3 T2,Sola Fm. Top,-2804.45,2830,1
15/12-3 T2,Aasgard Fm. Top,-2839.44,2865,1
15/12-3 T2,SHETLAND GP. Top,-2446.61,2472,1
15/12-3 T2,Blodoeks Fm. Top,-2726.45,2752,1
15/12-3 T2,Ekofisk Fm. Top,-2446.61,2472,1
15/12-3 T2,Hod Fm. Top,-2649.47,2675,1
15/12-3 T2,Tor Fm. Top,-2453.6,2479,1
15/12-3 T2,ROGALAND GP. Top,-2259.74,2285,1
15/12-3 T2,Balder Fm. Top,-2259.74,2285,1
15/12-3 T2,Lista Fm. Top,-2375.67,2401,1
15/12-3 T2,Sele Fm. Top,-2322.71,2348,1
15/12-3 T2,NORDLAND GP. Top,-85.99,111,1
15/12-3 T2,Utsira Fm. Top,-882.89,908,1
15/12-3 T2,HORDALAND GP. Top,-1291.87,1317,1
15/12-4,VIKING GP. Top,-2759.89,2784,1
15/12-4,Draupne Fm. Top,-2759.89,2784,1
15/12-4,Heather Fm. Top,-2867.55,2892,1
15/12-4,CROMER KNOLL GP. Top,-2688.11,2712,1
15/12-4,Roedby Fm. Top,-2688.11,2712,1
15/12-4,Sola Fm. Top,-2711.05,2735,1
15/12-4,Aasgard Fm. Top,-2734.97,2759,1
15/12-4,VESTLAND GP. Top,-2887.48,2912,1
15/12-4,Hugin Fm. Top,-2887.48,2912,1
15/12-4,Sleipner Fm. Top,-3108.73,3134,1
15/12-4,SHETLAND GP. Top,-2452.53,2476,1
15/12-4,Ekofisk Fm. Top,-2452.53,2476,1
15/12-4,Hod Fm. Top,-2597.31,2621,1
15/12-4,Tor Fm. Top,-2470.51,2494,1
15/12-4,ROGALAND GP. Top,-2296.68,2320,1
15/12-4,Balder Fm. Top,-2296.68,2320,1
15/12-4,Lista Fm. Top,-2369.64,2393,1
15/12-4,Sele Fm. Top,-2311.68,2335,1
15/12-4,Vaale Fm. Top,-2440.55,2464,1
15/12-4,NORDLAND GP. Top,-87,110,1
15/12-4,Utsira Fm. Top,-1176.9,1200,1
15/12-4,HORDALAND GP. Top,-1254.89,1278,1
15/12-5,HEGRE GP. Top,-3054.38,3077,1
15/12-5,Skagerrak Fm. Top,-3054.38,3077,1
15/12-5,VIKING GP. Top,-2818.58,2841,1
15/12-5,Draupne Fm. Top,-2818.58,2841,1
15/12-5,Heather Fm. Top,-2865.56,2888,1
15/12-5,CROMER KNOLL GP. Top,-2769.61,2792,1
15/12-5,Roedby Fm. Top,-2769.61,2792,1
15/12-5,Sola Fm. Top,-2804.59,2827,1
15/12-5,VESTLAND GP. Top,-2895.54,2918,1
15/12-5,Hugin Fm. Top,-2895.54,2918,1
15/12-5,SHETLAND GP. Top,-2416.68,2439,1
15/12-5,Blodoeks Fm. Top,-2717.64,2740,1
15/12-5,Ekofisk Fm. Top,-2416.68,2439,1
15/12-5,Hod Fm. Top,-2592.66,2615,1
15/12-5,Tor Fm. Top,-2434.68,2457,1
15/12-5,ROGALAND GP. Top,-2253.7,2276,1
15/12-5,Balder Fm. Top,-2253.7,2276,1
15/12-5,Lista Fm. Top,-2302.69,2325,1
15/12-5,Maureen Fm. Top,-2395.68,2418,1
15/12-5,Sele Fm. Top,-2268.7,2291,1
15/12-5,NORDLAND GP. Top,-84,106,1
15/12-5,Utsira Fm. Top,-1001.98,1024,1
15/12-5,HORDALAND GP. Top,-1224.96,1247,1
15/12-6 S,Skagerrak Fm. Top,-2940.41,2979,1
15/12-6 S,VIKING GP. Top,-2707.69,2746,1
15/12-6 S,Draupne Fm. Top,-2707.69,2746,1
15/12-6 S,Heather Fm. Top,-2795.58,2834,1
15/12-6 S,CROMER KNOLL GP. Top,-2693.71,2732,1
15/12-6 S,VESTLAND GP. Top,-2832.53,2871,1
15/12-6 S,Hugin Fm. Top,-2832.53,2871,1
15/12-6 S,Sleipner Fm. Top,-2910.44,2949,1
15/12-6 S,SHETLAND GP. Top,-2391.38,2428,1
15/12-6 S,Blodoeks Fm. Top,-2669.75,2708,1
15/12-6 S,Hod Fm. Top,-2510.44,2548,1
15/12-6 S,Tor Fm. Top,-2391.38,2428,1
15/12-6 S,ROGALAND GP. Top,-2275.47,2311,1
15/12-6 S,Balder Fm. Top,-2275.47,2311,1
15/12-6 S,Lista Fm. Top,-2315.08,2351,1
15/12-6 S,Sele Fm. Top,-2287.35,2323,1
15/12-6 S,Vaale Fm. Top,-2384.44,2421,1
15/12-6 S,NORDLAND GP. Top,-84,107,1
15/12-6 S,Utsira Fm. Top,-1171.42,1195,1
15/12-6 S,HORDALAND GP. Top,-1228.3,1252,1
15/12-6 ST2,Skagerrak Fm. Top,-2956,2979,1
15/12-6 ST2,VIKING GP. Top,-2723,2746,1
15/12-6 ST2,Draupne Fm. Top,-2723,2746,1
15/12-6 ST2,Heather Fm. Top,-2811,2834,1
15/12-6 ST2,CROMER KNOLL GP. Top,-2709,2732,1
15/12-6 ST2,VESTLAND GP. Top,-2848,2871,1
15/12-6 ST2,Hugin Fm. Top,-2848,2871,1
15/12-6 ST2,Sleipner Fm. Top,-2926,2949,1
15/12-6 ST2,SHETLAND GP. Top,-2405,2428,1
15/12-6 ST2,Blodoeks Fm. Top,-2685,2708,1
15/12-6 ST2,Hod Fm. Top,-2525,2548,1
15/12-6 ST2,Tor Fm. Top,-2405,2428,1
15/12-6 ST2,ROGALAND GP. Top,-2288,2311,1
15/12-6 ST2,Balder Fm. Top,-2288,2311,1
15/12-6 ST2,Lista Fm. Top,-2328,2351,1
15/12-6 ST2,Sele Fm. Top,-2300,2323,1
15/12-6 ST2,Vaale Fm. Top,-2398,2421,1
15/12-6 ST2,NORDLAND GP. Top,-84,107,1
15/12-6 ST2,Utsira Fm. Top,-1172,1195,1
15/12-6 ST2,HORDALAND GP. Top,-1229,1252,1
15/12-7 S,Skagerrak Fm. Top,-2975.54,3036,1
15/12-7 S,Smith Bank Fm. Top,-3413.98,3477,1
15/12-7 S,VIKING GP. Top,-2947.55,3008,1
15/12-7 S,Draupne Fm. Top,-2947.55,3008,1
15/12-7 S,Intra Heather Fm. Sst. Top,-2964.55,3025,1
15/12-7 S,CROMER KNOLL GP. Top,-2881.56,2942,1
15/12-7 S,Sola Fm. Top,-2881.56,2942,1
15/12-7 S,Aasgard Fm. Top,-2914.55,2975,1
15/12-7 S,SHETLAND GP. Top,-2530.69,2583,1
15/12-7 S,Ekofisk Fm. Top,-2530.69,2583,1
15/12-7 S,Hod Fm. Top,-2627.82,2685,1
15/12-7 S,Tor Fm. Top,-2575.17,2630,1
15/12-7 S,ROGALAND GP. Top,-2318.23,2358,1
15/12-7 S,Balder Fm. Top,-2318.23,2358,1
15/12-7 S,Lista Fm. Top,-2413.59,2460,1
15/12-7 S,Sele Fm. Top,-2337.54,2379,1
15/12-7 S,Vaale Fm. Top,-2498.51,2549,1
15/12-7 S,NORDLAND GP. Top,-84.99,108,1
15/12-7 S,Utsira Fm. Top,-1105.89,1129,1
15/12-7 S,HORDALAND GP. Top,-1260.88,1284,1
15/12-8,Skagerrak Fm. Top,-2829.65,2854,1
15/12-8,VIKING GP. Top,-2804.79,2829,1
15/12-8,Draupne Fm. Top,-2804.79,2829,1
15/12-8,CROMER KNOLL GP. Top,-2746.13,2770,1
15/12-8,Roedby Fm. Top,-2746.13,2770,1
15/12-8,Sola Fm. Top,-2772.99,2797,1
15/12-8,VESTLAND GP. Top,-2813.74,2838,1
15/12-8,SHETLAND GP. Top,-2440.59,2464,1
15/12-8,Blodoeks Fm. Top,-2714.29,2738,1
15/12-8,Ekofisk Fm. Top,-2440.59,2464,1
15/12-8,Hod Fm. Top,-2602.54,2626,1
15/12-8,Tor Fm. Top,-2472.58,2496,1
15/12-8,ROGALAND GP. Top,-2227.71,2251,1
15/12-8,Balder Fm. Top,-2227.71,2251,1
15/12-8,Lista Fm. Top,-2309.67,2333,1
15/12-8,Sele Fm. Top,-2244.7,2268,1
15/12-8,Vaale Fm. Top,-2417.6,2441,1
15/12-8,NORDLAND GP. Top,-87,110,1
15/12-8,Utsira Fm. Top,-1142.97,1166,1
15/12-8,HORDALAND GP. Top,-1183.97,1207,1
15/12-8 A,Skagerrak Fm. Top,-2833,2856,1
15/12-8 A,VIKING GP. Top,-2804,2827,1
15/12-8 A,Draupne Fm. Top,-2804,2827,1
15/12-8 A,CROMER KNOLL GP. Top,-2745,2768,1
15/12-8 A,Roedby Fm. Top,-2745,2768,1
15/12-8 A,Sola Fm. Top,-2774,2797,1
15/12-8 A,VESTLAND GP. Top,-2815,2838,1
15/12-8 A,SHETLAND GP. Top,-2441,2464,1
15/12-8 A,Blodoeks Fm. Top,-2713,2736,1
15/12-8 A,Ekofisk Fm. Top,-2441,2464,1
15/12-8 A,Hod Fm. Top,-2603,2626,1
15/12-8 A,Tor Fm. Top,-2473,2496,1
15/12-8 A,ROGALAND GP. Top,-2228,2251,1
15/12-8 A,Balder Fm. Top,-2228,2251,1
15/12-8 A,Lista Fm. Top,-2310,2333,1
15/12-8 A,Sele Fm. Top,-2245,2268,1
15/12-8 A,Vaale Fm. Top,-2418,2441,1
15/12-8 A,NORDLAND GP. Top,-87,110,1
15/12-8 A,Utsira Fm. Top,-1143,1166,1
15/12-8 A,HORDALAND GP. Top,-1184,1207,1
15/12-9 ST2,HEGRE GP. Top,-3031.26,3688,1
15/12-9 ST2,Skagerrak Fm. Top,-3031.26,3688,1
15/12-9 ST2,VIKING GP. Top,-2647.45,3304,1
15/12-9 ST2,Draupne Fm. Top,-2647.45,3304,1
15/12-9 ST2,CROMER KNOLL GP. Top,-2638.45,3295,1
15/12-9 ST2,VESTLAND GP. Top,-2728.42,3385,1
15/12-9 ST2,Hugin Fm. Top,-2728.42,3385,1
15/12-9 ST2,Sleipner Fm. Top,-2963.29,3620,1
15/12-9 ST2,SHETLAND GP. Top,-2434.48,3091,1
15/12-9 ST2,Blodoeks Fm. Top,-2603.45,3260,1
15/12-9 ST2,Hod Fm. Top,-2530.46,3187,1
15/12-9 ST2,Tor Fm. Top,-2434.48,3091,1
15/12-9 ST2,ROGALAND GP. Top,-2273.6,2930,1
15/12-9 ST2,Balder Fm. Top,-2273.6,2930,1
15/12-9 ST2,Lista Fm. Top,-2348.51,3005,1
15/12-9 ST2,Sele Fm. Top,-2288.59,2945,1
15/12-9 ST2,Vaale Fm. Top,-2425.48,3082,1
15/12-9 ST2,NORDLAND GP. Top,-84,107,1
15/12-9 ST2,Utsira Fm. Top,-1190.68,1358,1
15/12-9 ST2,HORDALAND GP. Top,-1216.81,1400,1
15/2-1,Grid Fm. Top,-1402.94,1428,1
15/2-1,VIKING GP. Top,-3849.64,3878,1
15/2-1,Draupne Fm. Top,-3849.64,3878,1
15/2-1,Heather Fm. Top,-4181.94,4211,1
15/2-1,CROMER KNOLL GP. Top,-3640.63,3668,1
15/2-1,Roedby Fm. Top,-3640.63,3668,1
15/2-1,Sola Fm. Top,-3705.36,3733,1
15/2-1,Aasgard Fm. Top,-3777.04,3805,1
15/2-1,VESTLAND GP. Top,-4326.66,4356,1
15/2-1,Hugin Fm. Top,-4326.66,4356,1
15/2-1,Sleipner Fm. Top,-4363.57,4393,1
15/2-1,SHETLAND GP. Top,-2629.81,2655,1
15/2-1,Blodoeks Fm. Top,-3479.15,3506,1
15/2-1,Ekofisk Fm. Top,-2629.81,2655,1
15/2-1,Hidra Fm. Top,-3523.99,3551,1
15/2-1,Hod Fm. Top,-2894.79,2920,1
15/2-1,Tor Fm. Top,-2705.8,2731,1
15/2-1,ROGALAND GP. Top,-2032.89,2058,1
15/2-1,Balder Fm. Top,-2032.89,2058,1
15/2-1,Balder Fm. Top,-2092.88,2118,2
15/2-1,Heimdal Fm. Top,-2210.85,2236,1
15/2-1,Lista Fm. Top,-2152.87,2178,1
15/2-1,Lista Fm. Top,-2468.83,2494,2
15/2-1,Sele Fm. Top,-2122.87,2148,1
15/2-1,Ty Fm. Top,-2546.82,2572,1
15/2-1,Vaale Fm. Top,-2614.81,2640,1
15/2-1,Intra Balder Fm. Sst. Top,-2077.88,2103,1
15/2-1,NORDLAND GP. Top,-109,134,1
15/2-1,Utsira Fm. Top,-680.98,706,1
15/2-1,HORDALAND GP. Top,-816.97,842,1
15/2-1,ZECHSTEIN GP. Top,-4525.36,4555,1
15/2-1,Skade Fm. Top,-1124.96,1150,1
15/3-1 S,Hermod Mb. Top,-2190,2215,1
15/3-1 S,Ty Mb. Top,-2531,2556,1
15/3-1 S,Grid Mb. Top,-1435,1460,1
15/3-1 S,VIKING GP. Top,-3922,3947,1
15/3-1 S,Draupne Fm. Top,-3922,3947,1
15/3-1 S,Heather Fm. Top,-4729,4754,1
15/3-1 S,CROMER KNOLL GP. Top,-3787,3812,1
15/3-1 S,VESTLAND GP. Top,-4961,4986,1
15/3-1 S,Hugin Fm. Top,-4961,4986,1
15/3-1 S,SHETLAND GP. Top,-2690,2715,1
15/3-1 S,Blodoeks Fm. Top,-3590,3615,1
15/3-1 S,Ekofisk Fm. Top,-2690,2715,1
15/3-1 S,Jorsalfare Fm. Top,-2775,2800,1
15/3-1 S,Kyrre Fm. Top,-3153,3178,1
15/3-1 S,Svarte Fm. Top,-3673,3698,1
15/3-1 S,ROGALAND GP. Top,-2122,2147,1
15/3-1 S,Balder Fm. Top,-2122,2147,1
15/3-1 S,Heimdal Fm. Top,-2307,2332,1
15/3-1 S,Lista Fm. Top,-2504,2529,1
15/3-1 S,Sele Fm. Top,-2173,2198,1
15/3-1 S,NORDLAND GP. Top,-109,134,1
15/3-1 S,Utsira Fm. Top,-648,673,1
15/3-1 S,HORDALAND GP. Top,-821,846,1
15/3-1 ST2,Grid Fm. Top,-1435,1460,1
15/3-1 ST2,VIKING GP. Top,-3922,3947,1
15/3-1 ST2,Draupne Fm. Top,-3922,3947,1
15/3-1 ST2,Heather Fm. Top,-4729,4754,1
15/3-1 ST2,CROMER KNOLL GP. Top,-3787,3812,1
15/3-1 ST2,VESTLAND GP. Top,-4961,4986,1
15/3-1 ST2,Hugin Fm. Top,-4961,4986,1
15/3-1 ST2,SHETLAND GP. Top,-2690,2715,1
15/3-1 ST2,Blodoeks Fm. Top,-3590,3615,1
15/3-1 ST2,Ekofisk Fm. Top,-2690,2715,1
15/3-1 ST2,Jorsalfare Fm. Top,-2775,2800,1
15/3-1 ST2,Kyrre Fm. Top,-3153,3178,1
15/3-1 ST2,Svarte Fm. Top,-3673,3698,1
15/3-1 ST2,ROGALAND GP. Top,-2122,2147,1
15/3-1 ST2,Balder Fm. Top,-2122,2147,1
15/3-1 ST2,Heimdal Fm. Top,-2307,2332,1
15/3-1 ST2,Lista Fm. Top,-2214,2239,1
15/3-1 ST2,Lista Fm. Top,-2504,2529,2
15/3-1 ST2,Sele Fm. Top,-2173,2198,1
15/3-1 ST2,Ty Fm. Top,-2531,2556,1
15/3-1 ST2,NORDLAND GP. Top,-109,134,1
15/3-1 ST2,Utsira Fm. Top,-648,673,1
15/3-1 ST2,HORDALAND GP. Top,-821,846,1
15/3-2,Ty Mb. Top,-2411.92,2437,1
15/3-2,Skade Mb. Top,-899.99,925,1
15/3-2,Grid Mb. Top,-1726.97,1752,1
15/3-2,VIKING GP. Top,-4209.59,4236,1
15/3-2,Draupne Fm. Top,-4209.59,4236,1
15/3-2,CROMER KNOLL GP. Top,-3887.09,3913,1
15/3-2,SHETLAND GP. Top,-2662.92,2688,1
15/3-2,ROGALAND GP. Top,-2056.95,2082,1
15/3-2,Balder Fm. Top,-2056.95,2082,1
15/3-2,Heimdal Fm. Top,-2156.94,2182,1
15/3-2,Lista Fm. Top,-2312.93,2338,1
15/3-2,Sele Fm. Top,-2116.95,2142,1
15/3-2,Vaale Fm. Top,-2622.92,2648,1
15/3-2,NORDLAND GP. Top,-110,135,1
15/3-2,Utsira Fm. Top,-553.99,579,1
15/3-2,HORDALAND GP. Top,-644.99,670,1
15/3-2 R,Ty Mb. Top,-2411.88,2437,1
15/3-2 R,Skade Mb. Top,-899.98,925,1
15/3-2 R,Grid Mb. Top,-1726.94,1752,1
15/3-2 R,VIKING GP. Top,-4209.4,4236,1
15/3-2 R,Draupne Fm. Top,-4209.4,4236,1
15/3-2 R,Heather Fm. Top,-4668.93,4696,1
15/3-2 R,Intra Heather Fm. Sst. Top,-4649.95,4677,1
15/3-2 R,CROMER KNOLL GP. Top,-3886.94,3913,1
15/3-2 R,SHETLAND GP. Top,-2662.87,2688,1
15/3-2 R,ROGALAND GP. Top,-2056.91,2082,1
15/3-2 R,Balder Fm. Top,-2056.91,2082,1
15/3-2 R,Heimdal Fm. Top,-2156.9,2182,1
15/3-2 R,Lista Fm. Top,-2312.88,2338,1
15/3-2 R,Sele Fm. Top,-2116.91,2142,1
15/3-2 R,Vaale Fm. Top,-2622.87,2648,1
15/3-2 R,NORDLAND GP. Top,-110,135,1
15/3-2 R,Utsira Fm. Top,-553.99,579,1
15/3-2 R,HORDALAND GP. Top,-644.99,670,1
15/3-3,Grid Fm. Top,-1444.86,1470,1
15/3-3,Skagerrak Fm. Top,-5005.45,5033,1
15/3-3,VIKING GP. Top,-3990.12,4017,1
15/3-3,Draupne Fm. Top,-3990.12,4017,1
15/3-3,Heather Fm. Top,-4198.06,4225,1
15/3-3,CROMER KNOLL GP. Top,-3716.22,3743,1
15/3-3,Aasgard Fm. Top,-3874.16,3901,1
15/3-3,VESTLAND GP. Top,-4495,4522,1
15/3-3,Hugin Fm. Top,-4495,4522,1
15/3-3,Sleipner Fm. Top,-4517.99,4545,1
15/3-3,SHETLAND GP. Top,-2665.82,2692,1
15/3-3,Blodoeks Fm. Top,-3494.37,3521,1
15/3-3,Ekofisk Fm. Top,-2665.82,2692,1
15/3-3,Jorsalfare Fm. Top,-2737.78,2764,1
15/3-3,Kyrre Fm. Top,-2996.69,3023,1
15/3-3,Svarte Fm. Top,-3601.29,3628,1
15/3-3,Tryggvason Fm. Top,-3223.58,3250,1
15/3-3,ROGALAND GP. Top,-2150.12,2176,1
15/3-3,Balder Fm. Top,-2150.12,2176,1
15/3-3,Heimdal Fm. Top,-2264.03,2290,1
15/3-3,Lista Fm. Top,-2530.91,2557,1
15/3-3,Sele Fm. Top,-2209.07,2235,1
15/3-3,Ty Fm. Top,-2626.85,2653,1
15/3-3,NORDLAND GP. Top,-108,133,1
15/3-3,Utsira Fm. Top,-651.97,677,1
15/3-3,HORDALAND GP. Top,-825.97,851,1
15/3-4,Grid Fm. Top,-1609.76,1635,1
15/3-4,Skagerrak Fm. Top,-4017.71,4044,1
15/3-4,VIKING GP. Top,-3649.26,3675,1
15/3-4,Draupne Fm. Top,-3649.26,3675,1
15/3-4,Heather Fm. Top,-3716.23,3742,1
15/3-4,CROMER KNOLL GP. Top,-3499.31,3525,1
15/3-4,Roedby Fm. Top,-3499.31,3525,1
15/3-4,Aasgard Fm. Top,-3582.28,3608,1
15/3-4,VESTLAND GP. Top,-3760.21,3786,1
15/3-4,Hugin Fm. Top,-3760.21,3786,1
15/3-4,Sleipner Fm. Top,-3830.18,3856,1
15/3-4,SHETLAND GP. Top,-2737.47,2763,1
15/3-4,Blodoeks Fm. Top,-3288.35,3314,1
15/3-4,Jorsalfare Fm. Top,-2737.47,2763,1
15/3-4,Kyrre Fm. Top,-2991.4,3017,1
